"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 02, 2010","5,709.66","5,664.25","5,723.20","5,624.61","-","0.98%"
"Feb 01, 2010","5,654.48","5,587.50","5,674.21","5,567.72","-","0.81%"
"Jan 29, 2010","5,608.79","5,566.03","5,657.87","5,556.19","-","1.24%"
"Jan 28, 2010","5,540.33","5,687.10","5,718.81","5,540.33","-","-1.82%"
"Jan 27, 2010","5,643.20","5,643.52","5,673.73","5,589.01","-","-0.45%"
"Jan 26, 2010","5,668.93","5,593.94","5,675.96","5,574.46","-","0.67%"
"Jan 25, 2010","5,631.37","5,662.85","5,693.86","5,624.58","-","-1.12%"
"Jan 22, 2010","5,695.32","5,735.68","5,740.87","5,639.49","-","-0.90%"
"Jan 21, 2010","5,746.97","5,878.24","5,908.85","5,742.45","-","-1.79%"
"Jan 20, 2010","5,851.53","5,963.71","5,972.77","5,832.09","-","-2.09%"
"Jan 19, 2010","5,976.48","5,905.33","5,988.80","5,849.67","-","0.98%"
"Jan 18, 2010","5,918.55","5,897.63","5,922.93","5,877.65","-","0.72%"
"Jan 15, 2010","5,875.97","5,996.56","6,025.36","5,866.84","-","-1.89%"
"Jan 14, 2010","5,988.88","5,999.08","6,009.91","5,951.69","-","0.43%"
"Jan 13, 2010","5,963.14","5,937.17","5,974.44","5,925.24","-","0.34%"
"Jan 12, 2010","5,943.00","6,039.39","6,055.56","5,924.72","-","-1.61%"
"Jan 11, 2010","6,040.50","6,057.93","6,094.26","6,031.14","-","0.05%"
"Jan 08, 2010","6,037.61","6,028.62","6,053.04","5,972.24","-","0.30%"
"Jan 07, 2010","6,019.36","6,016.80","6,037.57","5,961.25","-","-0.25%"
"Jan 06, 2010","6,034.33","6,032.39","6,047.57","5,997.09","-","0.04%"
"Jan 05, 2010","6,031.86","6,043.94","6,058.02","6,015.67","-","-0.27%"
"Jan 04, 2010","6,048.30","5,975.52","6,048.30","5,974.43","-","1.53%"
"Dec 30, 2009","5,957.43","6,002.29","6,008.75","5,949.45","-","-0.90%"
"Dec 29, 2009","6,011.55","6,010.92","6,026.69","6,001.22","-","0.14%"
"Dec 28, 2009","6,002.92","5,977.99","6,011.28","5,977.99","-","0.76%"
"Dec 23, 2009","5,957.44","5,966.11","5,988.28","5,935.14","-","0.20%"
"Dec 22, 2009","5,945.69","5,939.20","5,981.98","5,929.67","-","0.26%"
"Dec 21, 2009","5,930.53","5,841.81","5,936.27","5,841.69","-","1.70%"
"Dec 18, 2009","5,831.21","5,846.97","5,900.62","5,829.64","-","-0.23%"
"Dec 17, 2009","5,844.44","5,884.16","5,891.37","5,833.90","-","-1.00%"
"Dec 16, 2009","5,903.43","5,812.88","5,903.43","5,812.19","-","1.58%"
"Dec 15, 2009","5,811.34","5,815.83","5,828.24","5,752.21","-","0.16%"
"Dec 14, 2009","5,802.26","5,803.20","5,827.25","5,778.83","-","0.80%"
"Dec 11, 2009","5,756.29","5,714.43","5,793.07","5,714.43","-","0.83%"
"Dec 10, 2009","5,709.02","5,646.65","5,741.80","5,636.96","-","1.08%"
"Dec 09, 2009","5,647.84","5,673.20","5,712.19","5,605.43","-","-0.72%"
"Dec 08, 2009","5,688.58","5,764.30","5,809.80","5,659.40","-","-1.66%"
"Dec 07, 2009","5,784.75","5,812.11","5,812.69","5,743.17","-","-0.57%"
"Dec 04, 2009","5,817.65","5,752.86","5,859.34","5,724.27","-","0.82%"
"Dec 03, 2009","5,770.35","5,805.14","5,852.87","5,754.98","-","-0.20%"
"Dec 02, 2009","5,781.68","5,771.50","5,813.23","5,752.26","-","0.09%"
"Dec 01, 2009","5,776.61","5,653.88","5,776.61","5,653.08","-","2.68%"
"Nov 30, 2009","5,625.95","5,691.84","5,718.34","5,607.82","-","-1.05%"
"Nov 27, 2009","5,685.61","5,580.52","5,718.53","5,519.48","-","1.27%"
"Nov 26, 2009","5,614.17","5,785.09","5,785.12","5,596.98","-","-3.25%"
"Nov 25, 2009","5,803.02","5,794.66","5,825.69","5,753.86","-","0.58%"
"Nov 24, 2009","5,769.31","5,762.57","5,814.18","5,745.57","-","-0.55%"
"Nov 23, 2009","5,801.48","5,689.38","5,823.18","5,689.38","-","2.44%"
"Nov 20, 2009","5,663.15","5,724.93","5,744.53","5,638.33","-","-0.68%"
"Nov 19, 2009","5,702.18","5,783.91","5,791.83","5,688.64","-","-1.48%"
"Nov 18, 2009","5,787.61","5,793.39","5,843.27","5,770.66","-","0.16%"
"Nov 17, 2009","5,778.43","5,788.46","5,802.32","5,760.53","-","-0.45%"
"Nov 16, 2009","5,804.82","5,717.46","5,812.84","5,717.46","-","2.07%"
"Nov 13, 2009","5,686.83","5,661.82","5,700.51","5,615.68","-","0.40%"
"Nov 12, 2009","5,663.96","5,657.90","5,726.38","5,632.77","-","-0.08%"
"Nov 11, 2009","5,668.35","5,633.09","5,705.89","5,633.09","-","0.98%"
"Nov 10, 2009","5,613.20","5,627.16","5,650.88","5,602.55","-","-0.12%"
"Nov 09, 2009","5,619.72","5,514.34","5,626.15","5,514.34","-","2.40%"
"Nov 06, 2009","5,488.25","5,464.55","5,526.86","5,410.54","-","0.13%"
"Nov 05, 2009","5,480.92","5,404.83","5,512.00","5,356.13","-","0.67%"
"Nov 04, 2009","5,444.23","5,378.16","5,471.00","5,364.92","-","1.70%"
"Nov 03, 2009","5,353.35","5,412.06","5,412.06","5,312.64","-","-1.43%"
"Nov 02, 2009","5,430.82","5,410.61","5,472.03","5,376.63","-","0.29%"
"Oct 30, 2009","5,414.96","5,593.15","5,597.30","5,394.80","-","-3.09%"
"Oct 29, 2009","5,587.45","5,491.96","5,590.22","5,461.55","-","1.66%"
"Oct 28, 2009","5,496.27","5,639.64","5,646.01","5,493.59","-","-2.46%"
"Oct 27, 2009","5,635.02","5,652.87","5,673.19","5,597.63","-","-0.13%"
"Oct 26, 2009","5,642.16","5,764.03","5,799.42","5,624.10","-","-1.71%"
"Oct 23, 2009","5,740.25","5,787.98","5,848.68","5,731.69","-","-0.39%"
"Oct 22, 2009","5,762.93","5,805.53","5,805.92","5,712.82","-","-1.21%"
"Oct 21, 2009","5,833.49","5,827.09","5,858.19","5,736.85","-","0.37%"
"Oct 20, 2009","5,811.77","5,856.13","5,888.21","5,801.44","-","-0.70%"
"Oct 19, 2009","5,852.56","5,761.30","5,857.13","5,761.30","-","1.90%"
"Oct 16, 2009","5,743.39","5,845.69","5,885.78","5,731.05","-","-1.50%"
"Oct 15, 2009","5,830.77","5,853.45","5,869.22","5,805.90","-","-0.40%"
"Oct 14, 2009","5,854.14","5,756.69","5,859.63","5,756.65","-","2.45%"
"Oct 13, 2009","5,714.31","5,777.89","5,786.92","5,695.16","-","-1.19%"
"Oct 12, 2009","5,783.23","5,727.31","5,814.21","5,727.31","-","1.25%"
"Oct 09, 2009","5,711.88","5,701.49","5,748.33","5,673.69","-","-0.08%"
"Oct 08, 2009","5,716.54","5,679.51","5,727.87","5,666.79","-","1.34%"
"Oct 07, 2009","5,640.75","5,650.25","5,690.92","5,626.38","-","-0.30%"
"Oct 06, 2009","5,657.64","5,518.69","5,662.01","5,518.69","-","2.70%"
"Oct 05, 2009","5,508.85","5,477.81","5,511.64","5,440.23","-","0.75%"
"Oct 02, 2009","5,467.90","5,532.65","5,536.63","5,442.32","-","-1.56%"
"Oct 01, 2009","5,554.55","5,681.88","5,726.97","5,554.25","-","-2.13%"
"Sep 30, 2009","5,675.16","5,728.48","5,744.59","5,619.48","-","-0.67%"
"Sep 29, 2009","5,713.52","5,736.79","5,756.26","5,690.19","-","-0.40%"
"Sep 28, 2009","5,736.31","5,595.36","5,736.31","5,554.53","-","2.78%"
"Sep 25, 2009","5,581.41","5,615.79","5,620.13","5,559.47","-","-0.42%"
"Sep 24, 2009","5,605.21","5,684.49","5,741.54","5,586.23","-","-1.70%"
"Sep 23, 2009","5,702.05","5,705.88","5,754.04","5,672.08","-","-0.13%"
"Sep 22, 2009","5,709.38","5,686.84","5,752.70","5,686.84","-","0.72%"
"Sep 21, 2009","5,668.65","5,698.53","5,698.53","5,617.80","-","-0.62%"
"Sep 18, 2009","5,703.83","5,711.34","5,760.83","5,701.04","-","-0.48%"
"Sep 17, 2009","5,731.14","5,722.37","5,748.24","5,703.22","-","0.54%"
"Sep 16, 2009","5,700.26","5,640.99","5,713.49","5,640.94","-","1.27%"
"Sep 15, 2009","5,628.98","5,637.21","5,649.66","5,584.53","-","0.16%"
"Sep 14, 2009","5,620.24","5,599.58","5,623.74","5,532.30","-","-0.07%"
"Sep 11, 2009","5,624.02","5,601.65","5,653.15","5,601.65","-","0.52%"
"Sep 10, 2009","5,594.77","5,596.45","5,626.97","5,547.37","-","0.37%"
"Sep 09, 2009","5,574.26","5,463.93","5,578.15","5,450.40","-","1.69%"
"Sep 08, 2009","5,481.73","5,474.69","5,502.77","5,455.38","-","0.33%"
"Sep 07, 2009","5,463.51","5,400.76","5,477.13","5,400.76","-","1.47%"
"Sep 04, 2009","5,384.43","5,328.59","5,404.30","5,320.28","-","1.57%"
"Sep 03, 2009","5,301.42","5,332.50","5,364.03","5,278.50","-","-0.35%"
"Sep 02, 2009","5,319.84","5,325.94","5,337.84","5,263.11","-","-0.14%"
"Sep 01, 2009","5,327.29","5,479.35","5,507.48","5,327.29","-","-2.40%"
"Aug 31, 2009","5,458.04","5,474.62","5,495.56","5,437.92","-","-1.07%"
"Aug 28, 2009","5,517.35","5,512.17","5,573.89","5,502.46","-","0.86%"
"Aug 27, 2009","5,470.33","5,512.90","5,540.43","5,432.06","-","-0.94%"
"Aug 26, 2009","5,521.97","5,548.77","5,572.47","5,500.10","-","-0.63%"
"Aug 25, 2009","5,557.09","5,482.99","5,575.53","5,472.63","-","0.68%"
"Aug 24, 2009","5,519.75","5,482.60","5,531.76","5,481.36","-","1.04%"
"Aug 21, 2009","5,462.74","5,296.01","5,478.18","5,286.23","-","2.86%"
"Aug 20, 2009","5,311.06","5,261.66","5,325.86","5,261.66","-","1.51%"
"Aug 19, 2009","5,231.98","5,210.47","5,253.71","5,158.60","-","-0.36%"
"Aug 18, 2009","5,250.74","5,218.09","5,250.74","5,200.47","-","0.94%"
"Aug 17, 2009","5,201.61","5,296.33","5,296.33","5,173.84","-","-2.02%"
"Aug 14, 2009","5,309.11","5,402.99","5,444.13","5,289.78","-","-1.70%"
"Aug 13, 2009","5,401.11","5,357.77","5,455.27","5,357.77","-","0.95%"
"Aug 12, 2009","5,350.09","5,283.41","5,367.63","5,252.15","-","1.22%"
"Aug 11, 2009","5,285.81","5,423.16","5,455.18","5,272.36","-","-2.44%"
"Aug 10, 2009","5,418.12","5,451.79","5,452.20","5,390.70","-","-0.75%"
"Aug 07, 2009","5,458.96","5,366.38","5,480.93","5,312.78","-","1.66%"
"Aug 06, 2009","5,369.98","5,389.58","5,422.02","5,340.36","-","0.32%"
"Aug 05, 2009","5,353.01","5,406.38","5,451.77","5,333.52","-","-1.18%"
"Aug 04, 2009","5,417.02","5,418.83","5,427.57","5,360.44","-","-0.18%"
"Aug 03, 2009","5,426.85","5,330.87","5,463.32","5,309.35","-","1.78%"
"Jul 31, 2009","5,332.14","5,349.14","5,383.02","5,303.69","-","-0.53%"
"Jul 30, 2009","5,360.66","5,293.55","5,396.95","5,251.50","-","1.71%"
"Jul 29, 2009","5,270.32","5,168.89","5,307.82","5,159.25","-","1.85%"
"Jul 28, 2009","5,174.74","5,261.90","5,304.05","5,174.09","-","-1.46%"
"Jul 27, 2009","5,251.55","5,269.15","5,309.62","5,216.49","-","0.42%"
"Jul 24, 2009","5,229.36","5,233.85","5,301.91","5,202.02","-","-0.34%"
"Jul 23, 2009","5,247.28","5,129.22","5,258.84","5,101.26","-","2.45%"
"Jul 22, 2009","5,121.56","5,098.84","5,137.51","5,050.40","-","0.54%"
"Jul 21, 2009","5,093.97","5,041.19","5,141.36","5,027.30","-","1.27%"
"Jul 20, 2009","5,030.15","5,014.50","5,063.60","5,007.95","-","1.04%"
"Jul 17, 2009","4,978.40","4,980.01","5,017.60","4,960.65","-","0.43%"
"Jul 16, 2009","4,957.19","4,920.77","4,998.68","4,904.24","-","0.58%"
"Jul 15, 2009","4,928.44","4,799.25","4,928.45","4,798.69","-","3.07%"
"Jul 14, 2009","4,781.69","4,734.20","4,802.98","4,705.91","-","1.26%"
"Jul 13, 2009","4,722.34","4,564.94","4,722.34","4,524.01","-","3.19%"
"Jul 10, 2009","4,576.31","4,613.12","4,644.55","4,570.05","-","-1.16%"
"Jul 09, 2009","4,630.07","4,600.17","4,669.92","4,596.32","-","1.26%"
"Jul 08, 2009","4,572.65","4,594.87","4,630.62","4,558.00","-","-0.56%"
"Jul 07, 2009","4,598.19","4,663.37","4,703.30","4,590.69","-","-1.15%"
"Jul 06, 2009","4,651.82","4,669.66","4,686.90","4,611.21","-","-1.20%"
"Jul 03, 2009","4,708.21","4,738.00","4,748.32","4,685.27","-","-0.22%"
"Jul 02, 2009","4,718.49","4,891.00","4,891.00","4,718.49","-","-3.81%"
"Jul 01, 2009","4,905.44","4,820.61","4,930.35","4,818.91","-","2.01%"
"Jun 30, 2009","4,808.64","4,897.46","4,905.64","4,790.17","-","-1.56%"
"Jun 29, 2009","4,885.09","4,768.11","4,901.36","4,762.61","-","2.27%"
"Jun 26, 2009","4,776.47","4,818.19","4,866.80","4,753.93","-","-0.50%"
"Jun 25, 2009","4,800.56","4,838.04","4,838.04","4,720.24","-","-0.73%"
"Jun 24, 2009","4,836.01","4,728.78","4,840.35","4,698.19","-","2.74%"
"Jun 23, 2009","4,707.15","4,680.34","4,752.86","4,669.80","-","0.29%"
"Jun 22, 2009","4,693.40","4,837.28","4,846.09","4,693.34","-","-3.02%"
"Jun 19, 2009","4,839.46","4,844.82","4,878.82","4,816.12","-","0.04%"
"Jun 18, 2009","4,837.48","4,810.35","4,858.67","4,768.94","-","0.78%"
"Jun 17, 2009","4,799.98","4,883.06","4,886.65","4,761.20","-","-1.86%"
"Jun 16, 2009","4,890.72","4,899.81","4,933.79","4,870.20","-","0.02%"
"Jun 15, 2009","4,889.94","5,051.35","5,051.35","4,886.40","-","-3.54%"
"Jun 12, 2009","5,069.24","5,098.01","5,108.77","5,044.33","-","-0.74%"
"Jun 11, 2009","5,107.26","5,039.97","5,120.87","5,038.03","-","1.11%"
"Jun 10, 2009","5,051.18","5,047.53","5,133.40","5,034.81","-","1.07%"
"Jun 09, 2009","4,997.86","5,018.41","5,064.36","4,982.12","-","-0.14%"
"Jun 08, 2009","5,004.72","5,060.72","5,060.72","4,969.96","-","-1.42%"
"Jun 05, 2009","5,077.03","5,092.62","5,165.27","5,047.83","-","0.24%"
"Jun 04, 2009","5,064.80","5,059.80","5,121.00","5,044.17","-","0.20%"
"Jun 03, 2009","5,054.53","5,150.02","5,158.33","5,036.54","-","-1.74%"
"Jun 02, 2009","5,144.06","5,116.38","5,177.59","5,096.00","-","0.03%"
"Jun 01, 2009","5,142.56","4,992.10","5,156.62","4,991.21","-","4.08%"
"May 29, 2009","4,940.82","4,964.91","5,009.60","4,927.67","-","0.16%"
"May 28, 2009","4,932.88","4,958.65","4,986.96","4,884.92","-","-1.36%"
"May 27, 2009","5,000.77","5,002.34","5,035.51","4,962.76","-","0.30%"
"May 26, 2009","4,985.60","4,891.29","4,994.05","4,802.80","-","1.37%"
"May 25, 2009","4,918.45","4,936.04","4,942.14","4,829.90","-","-0.01%"
"May 22, 2009","4,918.75","4,904.67","4,964.68","4,868.56","-","0.37%"
"May 21, 2009","4,900.67","4,997.49","4,997.49","4,874.97","-","-2.74%"
"May 20, 2009","5,038.94","4,954.35","5,060.76","4,949.85","-","1.60%"
"May 19, 2009","4,959.62","4,874.84","5,005.45","4,874.84","-","2.22%"
"May 18, 2009","4,851.96","4,702.81","4,858.65","4,655.53","-","2.42%"
"May 15, 2009","4,737.50","4,757.32","4,776.64","4,685.18","-","-0.02%"
"May 14, 2009","4,738.47","4,727.68","4,744.62","4,653.25","-","0.23%"
"May 13, 2009","4,727.61","4,864.67","4,881.25","4,714.18","-","-2.61%"
"May 12, 2009","4,854.11","4,836.99","4,926.69","4,821.53","-","-0.26%"
"May 11, 2009","4,866.91","4,907.29","4,917.73","4,832.37","-","-0.96%"
"May 08, 2009","4,913.90","4,851.52","4,965.88","4,846.85","-","2.29%"
"May 07, 2009","4,804.10","4,898.54","4,980.30","4,792.17","-","-1.57%"
"May 06, 2009","4,880.71","4,848.94","4,945.54","4,827.88","-","0.57%"
"May 05, 2009","4,853.03","4,897.40","4,928.03","4,843.60","-","-1.01%"
"May 04, 2009","4,902.45","4,790.03","4,908.88","4,781.97","-","2.79%"
"May 01, 2009","4,769.45","4,769.45","4,769.45","4,769.45","-","0.00%"
"Apr 30, 2009","4,769.45","4,732.90","4,837.22","4,710.09","-","1.38%"
"Apr 29, 2009","4,704.56","4,617.01","4,722.11","4,611.54","-","2.11%"
"Apr 28, 2009","4,607.42","4,659.81","4,661.20","4,547.90","-","-1.85%"
"Apr 27, 2009","4,694.07","4,625.41","4,712.97","4,571.54","-","0.42%"
"Apr 24, 2009","4,674.32","4,545.25","4,674.73","4,542.89","-","3.00%"
"Apr 23, 2009","4,538.21","4,565.44","4,609.17","4,524.48","-","-1.22%"
"Apr 22, 2009","4,594.42","4,508.78","4,594.88","4,456.50","-","2.06%"
"Apr 21, 2009","4,501.63","4,488.63","4,542.92","4,390.70","-","0.34%"
"Apr 20, 2009","4,486.30","4,655.84","4,667.65","4,470.84","-","-4.07%"
"Apr 17, 2009","4,676.84","4,622.28","4,686.29","4,590.72","-","1.46%"
"Apr 16, 2009","4,609.46","4,570.34","4,644.84","4,531.94","-","1.31%"
"Apr 15, 2009","4,549.79","4,527.66","4,559.28","4,488.26","-","-0.16%"
"Apr 14, 2009","4,557.01","4,489.02","4,583.91","4,461.48","-","1.47%"
"Apr 13, 2009","4,491.12","4,491.12","4,491.12","4,491.12","-","0.00%"
"Apr 09, 2009","4,491.12","4,397.06","4,510.74","4,377.98","-","3.06%"
"Apr 08, 2009","4,357.92","4,286.47","4,377.35","4,228.89","-","0.82%"
"Apr 07, 2009","4,322.50","4,359.21","4,379.33","4,276.29","-","-0.63%"
"Apr 06, 2009","4,349.81","4,421.71","4,457.19","4,306.48","-","-0.80%"
"Apr 03, 2009","4,384.99","4,353.46","4,456.30","4,335.09","-","0.07%"
"Apr 02, 2009","4,381.92","4,173.62","4,404.62","4,173.09","-","6.07%"
"Apr 01, 2009","4,131.07","4,074.79","4,148.66","3,997.46","-","1.13%"
"Mar 31, 2009","4,084.76","4,007.66","4,091.66","4,007.22","-","2.39%"
"Mar 30, 2009","3,989.23","4,175.41","4,175.45","3,987.39","-","-5.10%"
"Mar 27, 2009","4,203.55","4,251.86","4,272.12","4,155.54","-","-1.31%"
"Mar 26, 2009","4,259.37","4,226.97","4,262.96","4,210.98","-","0.85%"
"Mar 25, 2009","4,223.29","4,175.33","4,262.23","4,139.59","-","0.86%"
"Mar 24, 2009","4,187.36","4,201.49","4,239.74","4,150.97","-","0.26%"
"Mar 23, 2009","4,176.37","4,109.28","4,184.77","4,102.34","-","2.65%"
"Mar 20, 2009","4,068.74","4,006.47","4,081.73","3,995.09","-","0.63%"
"Mar 19, 2009","4,043.46","4,013.69","4,137.80","4,002.33","-","1.18%"
"Mar 18, 2009","3,996.32","4,024.18","4,066.69","3,948.59","-","0.21%"
"Mar 17, 2009","3,987.77","4,040.83","4,046.42","3,947.28","-","-1.40%"
"Mar 16, 2009","4,044.54","3,990.83","4,063.02","3,983.40","-","2.30%"
"Mar 13, 2009","3,953.60","3,988.05","4,053.84","3,936.81","-","-0.07%"
"Mar 12, 2009","3,956.22","3,890.23","3,971.25","3,802.20","-","1.08%"
"Mar 11, 2009","3,914.10","3,866.74","3,994.77","3,829.13","-","0.70%"
"Mar 10, 2009","3,886.98","3,716.29","3,908.14","3,681.33","-","5.28%"
"Mar 09, 2009","3,692.03","3,677.07","3,706.32","3,588.89","-","0.70%"
"Mar 06, 2009","3,666.41","3,699.33","3,769.13","3,638.00","-","-0.79%"
"Mar 05, 2009","3,695.49","3,864.18","3,864.18","3,695.49","-","-5.02%"
"Mar 04, 2009","3,890.94","3,724.74","3,891.71","3,721.91","-","5.42%"
"Mar 03, 2009","3,690.72","3,724.53","3,755.88","3,667.86","-","-0.52%"
"Mar 02, 2009","3,710.07","3,817.51","3,821.97","3,692.78","-","-3.48%"
"Feb 27, 2009","3,843.74","3,907.85","3,907.85","3,764.69","-","-2.51%"
"Feb 26, 2009","3,942.62","3,882.88","3,989.63","3,849.76","-","2.51%"
"Feb 25, 2009","3,846.21","3,937.93","3,977.77","3,790.79","-","-1.27%"
"Feb 24, 2009","3,895.75","3,922.02","3,932.59","3,816.88","-","-1.03%"
"Feb 23, 2009","3,936.45","4,057.25","4,111.52","3,912.71","-","-1.95%"
"Feb 20, 2009","4,014.66","4,164.51","4,167.05","4,014.66","-","-4.76%"
"Feb 19, 2009","4,215.21","4,212.71","4,275.09","4,189.16","-","0.24%"
"Feb 18, 2009","4,204.96","4,229.53","4,255.39","4,124.11","-","-0.28%"
"Feb 17, 2009","4,216.60","4,329.35","4,329.70","4,195.22","-","-3.44%"
"Feb 16, 2009","4,366.64","4,386.46","4,421.78","4,359.29","86.11M","-1.06%"
"Feb 13, 2009","4,413.39","4,458.74","4,508.72","4,397.60","-","0.13%"
"Feb 12, 2009","4,407.56","4,518.68","4,518.68","4,371.47","-","-2.70%"
"Feb 11, 2009","4,530.09","4,491.72","4,539.22","4,466.06","-","0.54%"
"Feb 10, 2009","4,505.54","4,636.64","4,649.23","4,505.54","-","-3.46%"
"Feb 09, 2009","4,666.82","4,627.83","4,688.59","4,596.74","-","0.48%"
"Feb 06, 2009","4,644.63","4,524.80","4,657.06","4,506.45","-","2.97%"
"Feb 05, 2009","4,510.49","4,443.95","4,519.44","4,387.78","-","0.39%"
"Feb 04, 2009","4,492.79","4,388.26","4,545.52","4,372.01","-","2.69%"
"Feb 03, 2009","4,374.96","4,302.52","4,385.44","4,224.53","-","2.43%"
"Feb 02, 2009","4,271.04","4,309.17","4,309.19","4,198.15","-","-1.55%"
"Jan 30, 2009","4,338.35","4,420.33","4,454.39","4,312.17","-","-2.03%"
"Jan 29, 2009","4,428.11","4,495.74","4,501.44","4,393.98","-","-2.01%"
"Jan 28, 2009","4,518.72","4,347.78","4,533.70","4,347.78","-","4.52%"
"Jan 27, 2009","4,323.42","4,322.99","4,360.79","4,264.97","-","-0.08%"
"Jan 26, 2009","4,326.87","4,165.71","4,371.52","4,145.12","-","3.54%"
"Jan 23, 2009","4,178.94","4,204.00","4,222.01","4,067.43","-","-0.96%"
"Jan 22, 2009","4,219.42","4,313.36","4,368.47","4,197.02","-","-0.98%"
"Jan 21, 2009","4,261.15","4,208.19","4,313.69","4,140.26","-","0.50%"
"Jan 20, 2009","4,239.85","4,297.42","4,382.11","4,222.76","-","-1.77%"
"Jan 19, 2009","4,316.14","4,409.88","4,452.57","4,249.91","-","-1.15%"
"Jan 16, 2009","4,366.28","4,395.79","4,474.86","4,357.82","-","0.68%"
"Jan 15, 2009","4,336.73","4,434.22","4,451.32","4,295.76","-","-1.94%"
"Jan 14, 2009","4,422.35","4,661.84","4,670.84","4,379.88","-","-4.63%"
"Jan 13, 2009","4,636.94","4,704.51","4,704.51","4,596.49","-","-1.75%"
"Jan 12, 2009","4,719.62","4,765.38","4,791.96","4,708.50","-","-1.34%"
"Jan 09, 2009","4,783.89","4,891.58","4,932.66","4,743.97","-","-1.97%"
"Jan 08, 2009","4,879.91","4,897.16","4,917.62","4,820.08","-","-1.17%"
"Jan 07, 2009","4,937.47","5,008.62","5,010.97","4,914.22","-","-1.77%"
"Jan 06, 2009","5,026.31","4,992.67","5,111.02","4,960.21","-","0.85%"
"Jan 05, 2009","4,983.99","5,010.18","5,034.85","4,949.36","-","0.22%"
"Jan 02, 2009","4,973.07","4,856.85","4,974.73","4,838.49","-","3.39%"
"Dec 30, 2008","4,810.20","4,754.22","4,810.41","4,754.22","-","2.24%"
"Dec 29, 2008","4,704.86","4,660.17","4,732.85","4,655.91","-","1.63%"
"Dec 26, 2008","4,629.38","4,629.38","4,629.38","4,629.38","-","0.00%"
"Dec 24, 2008","4,629.38","4,629.38","4,629.38","4,629.38","-","0.00%"
"Dec 23, 2008","4,629.38","4,633.47","4,718.60","4,622.97","-","-0.21%"
"Dec 22, 2008","4,639.02","4,693.66","4,701.11","4,575.52","-","-1.23%"
"Dec 19, 2008","4,696.70","4,720.88","4,785.32","4,647.13","-","-1.26%"
"Dec 18, 2008","4,756.40","4,730.10","4,784.72","4,715.82","-","1.02%"
"Dec 17, 2008","4,708.38","4,768.71","4,784.41","4,639.17","-","-0.46%"
"Dec 16, 2008","4,729.91","4,663.36","4,758.27","4,655.87","-","1.61%"
"Dec 15, 2008","4,654.82","4,718.39","4,773.32","4,627.46","-","-0.18%"
"Dec 12, 2008","4,663.37","4,660.05","4,699.06","4,521.52","-","-2.18%"
"Dec 11, 2008","4,767.20","4,791.56","4,822.21","4,710.04","-","-0.78%"
"Dec 10, 2008","4,804.88","4,810.48","4,839.14","4,742.90","-","0.54%"
"Dec 09, 2008","4,779.11","4,673.52","4,850.39","4,622.24","-","1.34%"
"Dec 08, 2008","4,715.88","4,548.87","4,775.71","4,548.87","-","7.63%"
"Dec 05, 2008","4,381.47","4,529.20","4,530.70","4,321.64","-","-4.00%"
"Dec 04, 2008","4,564.23","4,559.98","4,732.93","4,491.86","-","-0.07%"
"Dec 03, 2008","4,567.24","4,508.88","4,602.88","4,377.63","-","0.78%"
"Dec 02, 2008","4,531.79","4,349.13","4,572.18","4,304.03","-","3.12%"
"Dec 01, 2008","4,394.79","4,653.12","4,667.91","4,367.92","-","-5.88%"
"Nov 28, 2008","4,669.44","4,666.41","4,703.67","4,566.84","-","0.09%"
"Nov 27, 2008","4,665.27","4,596.40","4,682.91","4,589.16","-","2.30%"
"Nov 26, 2008","4,560.50","4,528.55","4,612.22","4,423.67","-","0.00%"
"Nov 25, 2008","4,560.42","4,521.85","4,693.10","4,455.30","-","0.13%"
"Nov 24, 2008","4,554.33","4,167.71","4,579.07","4,154.55","-","10.34%"
"Nov 21, 2008","4,127.41","4,228.31","4,296.86","4,034.96","-","-2.20%"
"Nov 20, 2008","4,220.20","4,274.98","4,313.16","4,113.49","-","-3.08%"
"Nov 19, 2008","4,354.09","4,586.33","4,586.69","4,337.92","-","-4.92%"
"Nov 18, 2008","4,579.47","4,556.48","4,607.54","4,445.88","-","0.49%"
"Nov 17, 2008","4,557.27","4,700.50","4,733.79","4,512.21","-","-3.25%"
"Nov 14, 2008","4,710.24","4,723.29","4,874.16","4,695.79","-","1.31%"
"Nov 13, 2008","4,649.52","4,599.64","4,713.78","4,524.89","-","0.62%"
"Nov 12, 2008","4,620.80","4,801.90","4,875.66","4,555.44","-","-2.96%"
"Nov 11, 2008","4,761.58","4,984.32","4,984.32","4,742.48","-","-5.25%"
"Nov 10, 2008","5,025.53","5,024.43","5,135.15","4,998.04","-","1.76%"
"Nov 07, 2008","4,938.46","4,827.56","5,018.41","4,751.24","-","2.59%"
"Nov 06, 2008","4,813.57","5,101.98","5,101.98","4,781.51","-","-6.84%"
"Nov 05, 2008","5,166.87","5,268.80","5,271.91","5,142.85","-","-2.11%"
"Nov 04, 2008","5,278.04","5,018.83","5,302.57","4,993.10","-","5.00%"
"Nov 03, 2008","5,026.84","5,053.94","5,089.54","4,967.94","-","0.78%"
"Oct 31, 2008","4,987.97","4,856.02","5,066.81","4,785.11","-","2.44%"
"Oct 30, 2008","4,869.30","4,894.14","5,042.49","4,827.27","-","1.26%"
"Oct 29, 2008","4,808.69","4,460.26","4,885.85","4,460.26","-","-0.31%"
