"Date","Price","Open","High","Low","Vol.","Change %"
"May 19, 2014","9,659.39","9,607.32","9,676.52","9,534.56","97.86M","0.31%"
"May 16, 2014","9,629.10","9,646.56","9,670.90","9,577.90","113.09M","-0.28%"
"May 15, 2014","9,656.05","9,741.25","9,810.29","9,631.57","133.90M","-1.01%"
"May 14, 2014","9,754.39","9,765.62","9,772.09","9,733.21","76.08M","-0.00%"
"May 13, 2014","9,754.43","9,751.05","9,783.72","9,732.34","96.84M","0.54%"
"May 12, 2014","9,702.46","9,608.93","9,710.34","9,587.14","87.51M","1.26%"
"May 09, 2014","9,581.45","9,591.32","9,602.86","9,558.11","80.08M","-0.27%"
"May 08, 2014","9,607.40","9,547.27","9,622.30","9,487.57","102.02M","0.90%"
"May 07, 2014","9,521.30","9,418.50","9,554.35","9,410.08","92.73M","0.57%"
"May 06, 2014","9,467.53","9,570.25","9,571.63","9,440.47","82.06M","-0.65%"
"May 05, 2014","9,529.50","9,536.38","9,548.17","9,407.09","61.91M","-0.28%"
"May 02, 2014","9,556.02","9,611.79","9,627.38","9,533.30","88.06M","-0.49%"
"Apr 30, 2014","9,603.23","9,576.93","9,618.98","9,561.06","90.29M","0.20%"
"Apr 29, 2014","9,584.12","9,521.65","9,596.42","9,480.57","91.47M","1.46%"
"Apr 28, 2014","9,446.36","9,454.84","9,496.84","9,407.65","67.54M","0.48%"
"Apr 25, 2014","9,401.55","9,474.79","9,501.91","9,367.42","79.23M","-1.54%"
"Apr 24, 2014","9,548.68","9,597.07","9,645.06","9,410.33","87.81M","0.05%"
"Apr 23, 2014","9,544.19","9,602.12","9,607.84","9,539.62","61.22M","-0.58%"
"Apr 22, 2014","9,600.09","9,455.52","9,602.57","9,439.66","70.19M","2.02%"
"Apr 17, 2014","9,409.71","9,311.03","9,417.82","9,277.36","86.30M","0.99%"
"Apr 16, 2014","9,317.82","9,252.30","9,318.97","9,221.48","78.80M","1.57%"
"Apr 15, 2014","9,173.71","9,324.84","9,344.85","9,166.53","88.16M","-1.77%"
"Apr 14, 2014","9,339.17","9,248.86","9,339.17","9,214.18","90.92M","0.26%"
"Apr 11, 2014","9,315.29","9,351.20","9,390.44","9,259.43","100.49M","-1.47%"
"Apr 10, 2014","9,454.54","9,556.70","9,581.48","9,440.99","77.87M","-0.54%"
"Apr 09, 2014","9,506.35","9,506.75","9,542.31","9,480.96","69.92M","0.16%"
"Apr 08, 2014","9,490.79","9,525.07","9,525.94","9,391.86","86.19M","-0.21%"
"Apr 07, 2014","9,510.85","9,585.52","9,608.20","9,496.67","78.80M","-1.91%"
"Apr 04, 2014","9,695.77","9,641.96","9,721.50","9,627.74","75.31M","0.70%"
"Apr 03, 2014","9,628.82","9,620.87","9,689.52","9,591.89","76.39M","0.06%"
"Apr 02, 2014","9,623.36","9,628.76","9,645.60","9,608.46","73.98M","0.20%"
"Apr 01, 2014","9,603.71","9,601.96","9,631.06","9,574.63","72.84M","0.50%"
"Mar 31, 2014","9,555.91","9,621.92","9,634.82","9,543.09","68.77M","-0.33%"
"Mar 28, 2014","9,587.19","9,487.12","9,587.19","9,484.90","70.50M","1.44%"
"Mar 27, 2014","9,451.21","9,428.91","9,469.39","9,397.98","66.83M","0.03%"
"Mar 26, 2014","9,448.58","9,367.53","9,488.74","9,360.30","75.84M","1.18%"
"Mar 25, 2014","9,338.40","9,223.92","9,372.07","9,223.90","82.23M","1.63%"
"Mar 24, 2014","9,188.77","9,349.52","9,358.95","9,181.37","86.79M","-1.65%"
"Mar 21, 2014","9,342.94","9,300.66","9,376.94","9,288.15","198.58M","0.50%"
"Mar 20, 2014","9,296.12","9,215.70","9,296.90","9,156.63","96.95M","0.21%"
"Mar 19, 2014","9,277.05","9,262.71","9,325.93","9,221.59","89.48M","0.37%"
"Mar 18, 2014","9,242.55","9,172.05","9,315.07","9,105.69","99.30M","0.67%"
"Mar 17, 2014","9,180.89","9,047.49","9,197.81","9,047.49","86.96M","1.37%"
"Mar 14, 2014","9,056.41","8,939.18","9,094.24","8,913.27","141.18M","0.43%"
"Mar 13, 2014","9,017.79","9,200.12","9,226.96","9,017.35","113.77M","-1.86%"
"Mar 12, 2014","9,188.69","9,257.13","9,267.10","9,142.54","107.43M","-1.28%"
"Mar 11, 2014","9,307.79","9,295.32","9,375.29","9,259.18","72.30M","0.46%"
"Mar 10, 2014","9,265.50","9,305.51","9,382.98","9,216.07","84.88M","-0.91%"
"Mar 07, 2014","9,350.75","9,538.45","9,543.24","9,346.82","103.25M","-2.01%"
"Mar 06, 2014","9,542.87","9,577.35","9,587.44","9,505.32","103.68M","0.01%"
"Mar 05, 2014","9,542.02","9,562.39","9,599.00","9,534.43","73.34M","-0.49%"
"Mar 04, 2014","9,589.15","9,453.77","9,590.11","9,421.16","95.63M","2.46%"
"Mar 03, 2014","9,358.89","9,553.08","9,554.17","9,358.73","118.04M","-3.44%"
"Feb 28, 2014","9,692.08","9,592.90","9,692.08","9,566.04","83.20M","1.08%"
"Feb 27, 2014","9,588.33","9,660.55","9,672.82","9,497.78","86.42M","-0.76%"
"Feb 26, 2014","9,661.73","9,708.50","9,720.66","9,612.52","87.28M","-0.39%"
"Feb 25, 2014","9,699.35","9,676.56","9,710.95","9,628.72","90.68M","-0.10%"
"Feb 24, 2014","9,708.94","9,619.64","9,708.94","9,602.95","67.95M","0.54%"
"Feb 21, 2014","9,656.95","9,665.08","9,666.15","9,598.03","78.59M","0.40%"
"Feb 20, 2014","9,618.85","9,524.58","9,618.85","9,504.18","88.68M","-0.43%"
"Feb 19, 2014","9,660.05","9,641.45","9,695.86","9,596.42","72.89M","0.00%"
"Feb 18, 2014","9,659.78","9,674.80","9,690.97","9,614.40","58.83M","0.03%"
"Feb 17, 2014","9,656.76","9,661.80","9,682.19","9,645.51","45.85M","-0.06%"
"Feb 14, 2014","9,662.40","9,615.52","9,677.53","9,593.37","91.50M","0.68%"
"Feb 13, 2014","9,596.77","9,522.66","9,600.64","9,479.86","93.21M","0.60%"
"Feb 12, 2014","9,540.00","9,505.12","9,594.85","9,501.96","85.29M","0.65%"
"Feb 11, 2014","9,478.77","9,338.80","9,478.77","9,338.01","76.25M","2.03%"
"Feb 10, 2014","9,289.86","9,331.71","9,346.13","9,280.18","59.60M","-0.13%"
"Feb 07, 2014","9,301.92","9,275.38","9,323.24","9,223.21","89.00M","0.49%"
"Feb 06, 2014","9,256.58","9,166.46","9,274.46","9,128.97","122.69M","1.54%"
"Feb 05, 2014","9,116.32","9,105.28","9,154.72","9,080.87","95.61M","-0.13%"
"Feb 04, 2014","9,127.91","9,126.46","9,166.98","9,071.25","114.60M","-0.64%"
"Feb 03, 2014","9,186.52","9,318.77","9,357.58","9,173.56","105.55M","-1.29%"
"Jan 31, 2014","9,306.48","9,339.84","9,346.79","9,166.05","126.86M","-0.71%"
"Jan 30, 2014","9,373.48","9,343.51","9,415.48","9,266.95","97.75M","0.39%"
"Jan 29, 2014","9,336.73","9,507.35","9,537.63","9,221.30","126.38M","-0.75%"
"Jan 28, 2014","9,406.91","9,405.53","9,427.59","9,345.76","99.32M","0.62%"
"Jan 27, 2014","9,349.22","9,389.17","9,402.72","9,310.99","112.55M","-0.46%"
"Jan 24, 2014","9,392.02","9,646.65","9,664.24","9,374.08","125.92M","-2.48%"
"Jan 23, 2014","9,631.04","9,690.51","9,728.78","9,596.49","98.66M","-0.92%"
"Jan 22, 2014","9,720.11","9,752.11","9,765.63","9,677.14","84.23M","-0.10%"
"Jan 21, 2014","9,730.12","9,751.98","9,794.05","9,714.02","80.84M","0.15%"
"Jan 20, 2014","9,715.90","9,713.20","9,733.40","9,672.32","78.13M","-0.28%"
"Jan 17, 2014","9,742.96","9,718.20","9,789.89","9,709.14","131.10M","0.26%"
"Jan 16, 2014","9,717.71","9,742.21","9,747.37","9,702.97","87.81M","-0.17%"
"Jan 15, 2014","9,733.81","9,590.57","9,747.40","9,582.10","120.10M","2.03%"
"Jan 14, 2014","9,540.51","9,391.46","9,540.51","9,381.94","104.78M","0.32%"
"Jan 13, 2014","9,510.17","9,497.92","9,519.30","9,457.31","85.79M","0.39%"
"Jan 10, 2014","9,473.24","9,473.87","9,529.70","9,441.25","96.13M","0.55%"
"Jan 09, 2014","9,421.61","9,492.24","9,549.50","9,402.80","98.92M","-0.80%"
"Jan 08, 2014","9,497.84","9,512.79","9,516.26","9,467.95","90.14M","-0.09%"
"Jan 07, 2014","9,506.20","9,446.25","9,518.72","9,416.86","79.95M","0.83%"
"Jan 06, 2014","9,428.00","9,419.44","9,468.80","9,399.81","53.65M","-0.08%"
"Jan 03, 2014","9,435.15","9,409.66","9,453.48","9,367.99","58.77M","0.37%"
"Jan 02, 2014","9,400.04","9,598.25","9,620.93","9,394.21","90.96M","-1.59%"
"Dec 30, 2013","9,552.16","9,586.53","9,594.35","9,552.16","35.98M","-0.39%"
"Dec 27, 2013","9,589.39","9,558.55","9,589.39","9,548.89","51.39M","1.06%"
"Dec 23, 2013","9,488.82","9,436.49","9,488.82","9,427.54","48.37M","0.94%"
"Dec 20, 2013","9,400.18","9,371.08","9,413.09","9,352.98","161.69M","0.69%"
"Dec 19, 2013","9,335.74","9,279.68","9,351.90","9,257.24","98.28M","1.68%"
"Dec 18, 2013","9,181.75","9,145.35","9,190.73","9,122.05","82.34M","1.06%"
"Dec 17, 2013","9,085.12","9,142.75","9,161.80","9,085.12","72.21M","-0.86%"
"Dec 16, 2013","9,163.56","9,004.62","9,187.78","8,997.75","99.11M","1.74%"
"Dec 13, 2013","9,006.46","9,016.78","9,046.63","8,990.58","67.76M","-0.12%"
"Dec 12, 2013","9,017.00","9,032.67","9,060.54","8,984.28","75.12M","-0.66%"
"Dec 11, 2013","9,077.11","9,093.26","9,153.14","9,065.51","64.85M","-0.41%"
"Dec 10, 2013","9,114.44","9,180.29","9,223.73","9,091.97","74.36M","-0.88%"
"Dec 09, 2013","9,195.17","9,218.81","9,225.53","9,171.36","62.71M","0.25%"
"Dec 06, 2013","9,172.41","9,126.15","9,195.75","9,084.12","81.33M","0.96%"
"Dec 05, 2013","9,084.95","9,110.53","9,172.16","9,078.00","77.77M","-0.61%"
"Dec 04, 2013","9,140.63","9,246.89","9,253.13","9,069.82","94.99M","-0.90%"
"Dec 03, 2013","9,223.40","9,398.19","9,404.17","9,223.13","116.91M","-1.90%"
"Dec 02, 2013","9,401.96","9,412.95","9,424.83","9,384.12","74.60M","-0.04%"
"Nov 29, 2013","9,405.30","9,378.55","9,424.62","9,376.58","65.83M","0.19%"
"Nov 28, 2013","9,387.37","9,359.50","9,399.63","9,358.77","54.33M","0.39%"
"Nov 27, 2013","9,351.13","9,308.96","9,363.48","9,295.56","59.07M","0.66%"
